text,label_ids
"25414	threelac probiotic dietary supplement , natural lemon flavor , includes 60 . 053 ounce packets i 've tried many probiotics and this is the best . i tried one other that was equally good , but none better . ironically i just tried five lac and i do n't think i benefited as much from that as this , the original three lac .",[89]
"25415	philips avent digital two parent baby monitor with zero interference dect technology we loved this monitor when it worked , but did n't realize you had to put rechargeable batteries in it . my husband replaced them the other night , and it ruined the monitor . the batteries were partially melted and acid was coming out of them . when he took them out , he saw the note that said only rechargeable batteries . this is our fault we should have read more carefully , but wanted to help others learn from our mistakes . on a positive note we loved the fact that it let us know what the temperature was in our daughters room .",[]
"25416	max factor maxeye shadows , 0 . 12 ounce packages this products works amazingly well , but you have to keep up with it everyday ( at least i do ) in order keeps the bumps under control . does n't take care of every last ingrown hair , but works well , better than any other product i 've tried . i will continue using this as long as they carry it . on a side note , i much prefer the roll on bottle , it lasts ten times longer , because cotton balls will soak up most of the solution . it 's also easier to rub on . i just buy the regular bottles and refill the roll on when needed .",[]
"25417	sulfur 8 medicated light formula , anti dandruff 7 . 25 oz this has a lighter scent than the original , but it does work . note it is a pomade , so it should be used sparingly to avoid greasy hair . quite honestly i thought of this when there was a lice outbreak in school . i 'd rather have oily hair than lice . i applied it on a child 's hair , the night before , braided the hair in one or two braids w a ponytail holder on the ends and pinned the braids up .","[128, 129, 220]"
"25418	emjoi ap 10lr light caress , cordless corded this epilator is pretty good . it does n't get every single little hair with one swipe so it does take a while to get them out which is why i would give it a 4 . it definitely hurts at first and its pretty loud which made it even more intimidating . after the 1st time using it i guess i just got used to the feeling so it does n't necessarily hurt anymore . anywaysssss it really keeps the hair away for a long time ! ! ! ... wayyyyyy longer than shaving !",[]
"25419	toppik hair building shampoo i definitely notice less hair in the drain after continued use of the shampoo , but it definitely does not make your hair thicker . i think it is strengthening the hair i have , which is a bonus , but it should n't advertise that your hair will become thicker , because it wo n't .",[80]
"25420	chomp baby pacifier everyone who sees my 2 yr old daughter with this thinks it 's cute and funny . my daughter even looks in the mirror and laughs . she loves it n so do i , perfect fit for her . the pacifier is not heavy at all .",[419]
"25421	eucerin dry skin therapy plus intensive repair creme 5.2 oz ( 150 g ) i originally bought this product because a website had said this type of lotion would help with my keratosis pilaris problem on my upper arms , but it did not . it 's a great lotion to hydrate your skin and keep it extremely soft , but it did n't help my kp . i now use it as a hand lotion .","[80, 241, 187]"
"25422	bath gel , honey mango 2oz . i purchased this for my husband he has sensitive skin and its hard to find something that doesnt break him out this is a great product the smell is not over barring a light citrus with is good .","[465, 498, 387, 438, 456]"
"25423	furminator deshedding tool the yellow furminators are amazing ! ( the blue one does n't seem to work as well . ) it takes about a week of constant brushing , so do n't get discouraged . you will have a dog size pile of hair after each session and you will think that it will never end . after about a week , like magic , the old fur is gone and your dog is gleaming and smelling good and you do n't need to constantly vacuum . after that , you only need to brush occasionally . it even works on pugs . it 's well worth the price .",[]
"25424	sally hansen wax strip kit brow face bikni after a disaster with hot wax , i decided to purchase these . i was n't sure what to expect for 7 bucks . i read and followed the directions carefully . it did remove some hair , just not nearly all of it . i think i pulled wrong . i pulled up but think maybe i should have pulled out away from my face . i think , with practice , it will work better . i 've read many reviews complaining that the wax did n't come off for days . you have to use the blue liquid that came with the kit . when all else fails , read the directions . it tells you to apply it with a cotton ball afterward . it takes the wax right off . my only concern now is stubble . it seems today that my upper lip feels stubbly , similar to the way your legs feel the day after you shave them . i did n't want stubble !",[]
"25425	3m littmann master classic ii stethoscope , hunter green tube , 27 inch , 2632 bought for son who is starting nursing school in january . excellent product ! i have had several over the years and this one is the best .",[]
25426	nature 's plus orange juice chewable vitamin c 500 mg 180 tablets i have been using tis product for about a year and am glad i have found this distributer on amazon . this product is such an easy to take vitamin c . i take it with my liquid calcium which i have heard is the preferred way to take calcium . that is when taking caclium it is necessary to take vitamin c with it so it absorbs into the body easier .,"[313, 29]"
"25427	fisher price healthy care deluxe booster seat i was trying to decide between a high chair and a more portable "" booster "" seat option . i did n't want a regular plastic high chair and knew i would have to spend quite a bit more to get a decent wooden one . i also wanted something that would n't take up too much space in our dining room . a friend who had purchased a high chair and booster recommended the fp healthy care deluxe booster seat . i absolutely love it great function , esp for the price ! this particular style has three height adjustments which i really like . i know there 's another fp version that does not have the height adjustments so you 'll want to make sure you are ordering the right one if height adjustment is important to you . i also like the three adjustments on the tray . it comes with two trays and a cover . we use the white tray for feeding . if we want the baby to sit with us for dinner and she 's already done feeding , we use the main tray and put toys on it for her . i find the attachment system to be very secure . the webbing can be a bit difficult to adjust , but i think that 's better than having it move too easily and slip when the baby moves around . i did see reviews of chairs tipping over with the booster attached . my little one recently put her foot against the table and pushed back . if she were older and stronger , i could see where this would be a problem , but i do n't think this is so much a problem with the booster chair as the main chair to which it is attached . i would definitely recommend buying this item and believe it could serve as your primary ( and only ) feeding chair .","[108, 455, 204, 301, 334]"
25428	estee lauder pure color crystal lipstick this estee lauder lip color is simply wonderful for wear with all complections and colors of clothes . a must have color for all seasons .,[]
"25429	rapid fire western rifle w 6 darts 6 shells the rifle is a great dart gun . here are some of my pros and conscons a bit hard to load easy to lose shells gets jammed if you load it wrong clip is hard to take out big gun , little stockpros cool looking old fashioned can shoot a good ten feet",[]
"25430	doggy hoots incredible strapping yankers original rainbow trout my dogs love this water toy . my dog sleeps with it , guards it and loves to play with his "" fish . "" it has proven to be strong and tough enough for our rottweilers .",[]
"25431	source naturals activated quercetin the way i talk about quercetin , you would think i 'm on source natural 's payroll . i 've given handfuls of this away to friends and many of them have gone on to buying their own . i take it daily as an antioxidant ( two in the morning ) , then if i get the sniffles or any allergy symptoms i take another dose as an antihistamine . finally , if my back or other joints are hurting , i take it for inflammation . i 'm pretty careful to stick within the 6 caplet max suggested on the bottle but there have been times when i 've gone over . one benefit i find is that when i take it for allergy symptoms , the anti inflammatory properties soothe the tissues of my sinuses and calm down the stuffiness as well as the headache i sometimes get from the sinus thing . within a week of this being suggested by my doctor , i was able to stop using claratin completely . it 's nice to know that something so natural ( it 's made from the skins of red apples and red onions ) can work so well with none of the side effects or drug interactions from the normal drugs ( sleepiness and worse ) . and i 'm delighted that i can get it on auto delivery from amazon with free shipping . i do n't usually give 5 stars but this is one of the best things i 've ordered from amazon .","[444, 39]"
"25432	baby boom thomas friends 4pc toddler bedding set my preschooler loves thomas the train , so i was thrilled to find this toddler bedding set . he was so happy to take his first nap in his new train bed , too . i must say , the sheets are stiff , the blanket is thin and stiff as well . weekly washings for the last six months has done nothing to soften it up , but the materail has retained its colors wonderfully . i put an extra blanket on in the colder months to solve the warmth problem , and gave him a different quilt for sleeping comfort . this set is wonderful to complete the look of a young toddler 's room , but you will need a back up set for comfort .",[139]
"25433	kyjen hide a squirrel puzzle toy for dogs this was great fun for my grand dogs , two smallish mix breeds with attitude and very sharp teeth . it lasted about a month . they were very aggressive with the toy and really tear at it in a game of tug after they get the squirrels out . this was the 3rd hide the squirrel toy i have given them and will give another as they have so much fun with it .",[]
"25434	philips avent 3 pack bottles my baby is a breastmilk fed baby only . since i 've had to go back to work , he has to have the bottle when i 'm away . he really does n't mind avent or the playtex premium bottles . the best thing about the avent is your choice of nipple flows . i use avent bottles with the variable flow nipple for giving cereal to him when he does n't want to eat it off of a spoon . it really is awesome ! ! as far as spitting up , air , gas bubbles , etc . he has no problem with them at all .",[]
25435	slim jim snack sticks the product taste good and everything is ok . but the shipper really ships too slow . took 5 days for them to ship out . and took 3 days to arrive and that is with 2 days prime . wtf ?,[]
"25436	l'eau d'issey by issey miyake for women . eau de toilette spray 3.3 ounces i love this scent ! everyone loves this scent ! clean , crisp , yet feminine and light . i bought the perfume and lotion , wonderful set !","[25, 220, 221]"
"25437	dave 's gourmet six pure chiles gift shaker this is an amazing pepper shaker , however it is not as big as i imagined . i love the spices and i would consider ordering more at a later date . i would recommend it to anyone who has craving for insanly hot food . i myself am a spice lover and i wish you all the best in your spicy endevors . thanks for the wonderful product amazon .","[0, 449, 2, 515, 216, 249, 366]"
"25438	true colors this is a very fun game . the more people playing the better , 4 or more . this is a fun way to see what people think about you and makes you think of some interesting things about your friends . this game requires that one should know the people they are playing with an not someone barely known .",[]
"25439	tinkyada brown rice spirals with rice bran , gluten free , 16 ounce packages ( pack of 12 ) tinkyada pasta is fantastic ! it 's the only kind i buy . it 's made with whole grains , so it 's healthy like whole wheat pasta . but it has the texture of refined white pasta . ( i do n't like the grainy texture of whole wheat pasta . ) i highly recommend this product ! ...","[482, 214, 455, 216]"
"25440	amazing cosmetics amazing concealer i had surgery about a year ago , that left an ugly scar on my chest . i 've tried everything to cover it up . even though this concealer is n't meant for that purpose .. it works wonders and i am no longer so self concious and am able to wear scoop neck and v neck shirts again . will definately buy this again","[11, 221]"
"25441	premier easy walk harness i use gentle leaders when i need good control of my dogs , but my foster dog hates it on her face . she 's fine on a regular collar until she sees a squirrel or a bunny . while we work on this issue , i need a way to control her so she does n't choke herself . the gl works great , but she stops periodically on the walk to try to scratch it off her face . i feel bad that she 's uncomfortable and worry that she 's going to scratch herself , so i 've been looking for alternatives . now i remember why i gave up on these harnesses with my other dogs . they do n't fit every dog , and even when they do fit , they chafe under the arms unless your dog has a really thick coat . my pittie mix immediately tried to rub this off her and i could see why the buckles were pressing right into her armpits no matter how i adjusted the straps . it 's going back without even a walk . it looks less comfortable and more harmful than the gl . i may try the freedom harness with the velvet straps next , or she 'll just have to get used to the gl . this harness might work if your dog is perfectly proportioned for it , but it did n't work for my pretty normally proportioned dog .",[]
25442	nature 's plus spiru tein high protein energy meal i like the nutients along with the protien . i like the vanilla consistency and texture . protien shakes are all over . but they do n't have the vitamins of spirutein,"[355, 456, 26, 251, 29]"
25443	vanderbilt by gloria vanderbilt for women 3.3 ounce edt spray my daughter 's favorite cologne and i ca n't find it inthe stores . this is the second year i have ordered itfrom amazon and am very happy with the results .,"[25, 242, 220]"
25444	zippo street chrome pocket lighter i really liked this lighter because it did n't go out when it was windy but i only used it a couple times and now it wo n't spark at all it 's probably the flint but it seems like too much of a hassle to use this lighter ill stick with the cheap plastic ones,[]
"25445	carpalmate professional carpal wrist support i use a wrist brace to prevent pain while typing , not to treat serious carpal tunnel pain . i was using a larger brace to do this , but it attracted a lot of attention . this small carpalmate brace , though , is great . it 's very comfortable and not nearly as noticeable . i 'm not sure how it would do for treating wrists that are already sore , but for preventing pain and providing basic wrist support it works very well .",[]
"25446	oster fast feed clipper with attachments these clippers are really outstanding . they are professional quality so they are heavy but they are the absolute best clippers i 've ever owned . i 've used these for over a year and they are tough as nails and work perfectly every time . you can certainly buy a more dainty clipper , but if you only want to buy one that will last forever , this is it .",[323]
"25447	bone a mints all natural , wheat free breath freshening bone i found out my dog is allergic to chicken and chicken by products . you do n't realize how many dog treats include chicken ingredients . these bone a mint treats are perfect for him . nice balance of ingredients . highly recommend !","[482, 2, 172, 214]"
"25448	pro treat beef liver , freeze dried dog treats i have two german shepherds . i use these as training treats . i also use them when i brush them , which they do n't enjoy so much but know they will get treats . we have tried every treat available . these are the best .",[]
"25449	evenflo 3 pack classic glass bottle i was an avent user , until this bpa scare , that is . these bottles are excellent . very durable ! i really have no complaints , however , we did have to switch to a silicone orthodontic nipple because my 7 month old could not get the hang of the hard rubber one . for babies who have issues with swallowing too much air , just use the 4 oz . dr . browns vent system , with these 8 oz . evenflo classics , problem solved ! ( the 8 oz . vent is a tad too long . )",[182]
"25450	halloween eau de toilette for women by j . del pozo excellent service , the quality of the product was just as expected and the delivery really quick . i definitely recommend it .",[]
"25451	kleenex premium dinner napkins , 2 ply 50 ea i like this product for a nice dinner napkin , but was disappointed when i used the first one it smells musty ! the product must be stored someplace that is damp moldy for this to take on that must smell . i am hoping that having the package open for awhile will help eliminate its odor . other than that , the product works just fine and is soft .","[241, 187]"
25452	tomlyn nutri cal for dogs and cats purchased nutri cal for my two cats and dog ! they love it . the price was really good so i purchased several at the same time ! very quick service !,[]
"25453	thera band exercise tubing latex tubing 100 ft . i hurt my neck and went to rehab . they had me doing exercises using these therabands to strengthen the areas around my neck . they sold these bands but at a high cost . i went online , searched for theraband and found these here at amazon . i bought every single resistance bands they had . the colors represent their resistance , i believe yellow being the least , then red , green , blue and i think finally blue being the highest resistance . i like these longer bands since you can cut them where necessary to create whatever length you need . i use these every day to continue to strengthen the area around my neck .","[196, 182]"
25454	majestic pet crate pet bed mat this bed fits in my dog 's crate perfectly and she loves it ! she loves to put her head on the elevated part of the bed ! this is a great product for the price !,[]
"25455	peg perego primo viaggio car seat infant carrier with latch base black sable this is an amazing carseat , our son falls asleep in this carseat so fast i ca n't believe my eyes . it is super padded , easy to install use and looks beautiful . i have also used this carseat on a airplane and had no problems , the base buckled in easy ! my only issue with the carseat is that it is a little narrow , my son is 4 months old and weighs 20lbs . ( he 's a big boy ) and he looks like he is getting squished in it . it 's not a huge deal , we would have to buy him a new seat soon anyways , but i would have liked to have gotten more use out of it . overall , i love this carseat and would buy it again in a heartbeat ! !",[315]
25456	nexxus simply silver colour toning shampoo ( platinum pro ) 10 . 1 oz . i was trying to get my gray hair to look more white and radiant but they turned kind of blue .,[]
"25457	innotek automatic no bark dog collar , bc 50b . i give it 2 stars instead of one because when it does work , it works great . it shut that dog up better than a newspaper . however , it only works for about 6 hours and the battery is dead . a replacement battery costs 5 . 00 . i contacted the manufacturer and asked could i upgrade to the rechargeable model . for some odd reason , i was not allowed to . they said they could only replace the one i had with another just like it . i took it , thinking maybe something was wrong with the one i had . i received the other one and had the same problem . i called the manufacturer again and after considerable consultation behind the curtain , they agreed to the upgrade for another 50 . 00 . i have had the rechargeable one and it works ok but needs recharging within a couple or three hours . also , it seems not to pack the punch that the battery unit did . with the battery unit , all you had to do was show it to the dog and it would go quiet . though i have looked no further , i 'm sure there are more efficient products out there . i 've already spent 100 so i ca n't afford further experimentation , unless it 's with a bullet .",[]
"25458	burt 's bees bay rum shaving soap ( disc ) , 3 oz bar my husband loves this product , although i accidentally way overpaid for this which upsets me , the product is great and lasts a long time . he has used it many times before and it smells good , too ! next time just get it directly from burts bees retailer website where you can easily get it for cost ! you do n't have to get it from amazon 's private dealers , which can way overcharge for things .",[]
"25459	sound n lights monitor with dual receivers these monitors were quite possibly the worst pieces of equipment we have ever purchased . we put up with them for two weeks before caving in and purchasing the slightly more expensive ( but much better ) sony model . i 'm glad to see that some people have had success with these monitors , but they failed miserably for us . we live in a 3 story house , and our bedroom is adjacent to our son 's room ( less than 15 feet away ) . more often than not , the receiver encountered so much interference that it was only possible to hear our newborn with the receiver volume cranked up to about 75 . even then , there was so much noisy static on the line that it was impossible to hear all but his loudest noises . the monitor also emitted a constant buzzing sound loud enough to wake a sleeping giant , even at low volume . yes , our home does also include a set of 5.8 ghz cordless phones and a 2.4 ghz wireless lan , but neither is a frequency even remotely close to that of these monitors , so they were n't the culprit . in fact , i 'm fairly certain that these monitors use the ultra cheap fm family band so common in cheapo walkie talkies , because we could occasionally hear conversations from travelers in cars and even radio stations . we tried every possible configuration of channels to get better performance from these things , but had no success . in contrast , the sony model that we purchased is crystal clear with zero interference and even if there was interference , the sony offers 27 channels instead of the paltry 2 the fisher price features . the one redeeming feature of these monitors is the fact that they offer a visible bar that fluctuates when your child makes noise , so as a non audio monitor i guess they 're fine . if you 're relying on these things to warn you if your child is awake , however , look elsewhere and be willing to spend a bit more cash , because you 're definitely rolling the dice by trying to save a couple bucks with these . fisher price makes great toys , but when it comes to electronics , they should leave it to the pros .",[514]
25460	mini dehydrated marshmallows 12 oz these mini marshmallows are impossible to find anywhere else ! ! they were a perfect addition to the hot chocolate basket i made for my niece and nephew for christmas ) received quickly ... no problems at all ! excellent in all ways .,"[465, 355, 364]"
"25461	pampers baby dry diapers ( packaging may vary ) i was using pampers cruisers with dry max for a long time and did some comparisons . i wanted to give the baby dry a try since it 's still pampers , but cheaper . baby dry did not have the dry max , but was softer . after several weeks of use , we have realized that you pay for what you get . the baby dry does not hold as much , my son would wake up wet from leakage and many times , his poop would leak out too ! since i ordered 3 boxes trying to save money we only use this diaper during the day and change him more frequently . we purchased more cruisers with dry max and use those when we are out and during the night . if you have a little one who wets a lot during the night , this is not the diaper for you . my son is 14 months and this was just not right .",[]
"25462	numi collection asst tea 20 bag ( value bulk multi pack ) numi 's collection assortment melange includes 5 herbal teas ( caffeine free , also called "" teasans "" ) dry desert lime","[8, 444]"
"25463	fusion beauty lipfusion lip pencil the most that this product did for me was firm the outline of my lips slightly . there was no discernible plumping other than the illusion of outlining your lips . however , i like the color and texture of the product so i will still buy this product as i would any other lipstick just not for any plumping action .",[]
"25464	peg perego aria mt lightweight stroller before i bought the stroller , i read the reviews ... i just wish i would 've listened a little better . the sunshade is useless , and the cup holder should 've been called "" key holder "" . one of the reasons i bought the stroller was because it was so easy to steer . after a few months though , the steering has become difficult . the only good things about this stroller after almost a year , are how flat it folds , it 's very light weight , and it reclines fairly flat . i do regret buying this stroller .","[243, 124]"
"25465	hasbro playskool lullaby gloworm my daughter received this as a gift prior to the birth of my grandson . he loved it . in fact , it was difficult to get him to go to sleep without it until he was about 18 months old , when he moved on to other toys . my daughter then gave it to her sister 's new baby , who , at 16 months still loves it . i just ordered another one for my newest granddaughter , who is 4 months old . one of the best baby toys i have seen .",[]
"25466	gillette fusion power cartridges i am 71 years old and this is the best razor blade i have ever used . no nicks , no pulling and smooth as a baby 's butt !",[]
25467	snuggle safe pet bed microwave heating pad i purchased this for an aging cat . he slept on it one time and then decided he did n't like it . i then used it as a foot warmer . my small dogs also enjoy it .,[366]
"25468	pet parade dog repeller and training aid product arrived on time in good condition . easy to use and carry , fits easily in the storage compartment of a stroller for neighborhood walks .",[]
25469	medela quick clean micro steam bags these bags are super convenient and easy to use . when my son was born i was a super uptight new mom and wanted to sterilize his things frequently this was much easier than boiling water etc .. i still use these for new teethers and new sippy cups .,"[124, 21]"
"25470	earth henna earth henna body painting kit original if your kids like to spend so much at the fair or tourist spots for henna tattoos , this is the kit for you . it must be used quickly , so great for a party . it lasts well and you can use the extra to make touch ups . just make sure you have some artistic talent , or you will be scrubbing it off with alcohol . it does come with a few designs you can trace as well .",[340]
"25471	amber butter this is n't anything like the bath and body work 's "" sensual amber "" fragrance , so do n't expect it to be . this is a very potent natural amber butter and a little tiny bit goes a long way . great for both men and woman . im a woman and i prefer bolder scents , so a little bit of this rubbed on the inside of my wrist was perfect . i also like to mix it with the auric blends eygptian goddess , or another one of my perfume oils , etc . if you love natural scents , you will probably enjoy this one . it comes in a small carved wooden container and inside is a small amount of the amber butter . remember , you only need to apply a small amount . if it 's too strong for you at first let it melt into your skin for a little while and then it 'll be fine . you do n't want this to be overly strong , just enough to mix with your natural chemistry . it 's sensual , spicy , and unique . try it !","[2, 10, 108, 301, 204, 216, 313, 221, 24]"
25472	melissa doug triangular crayons 24 pack easy for tiny fingers to hold . hard to break great colors ... no paper for kids to peel off the crayons and make a mess either .,[340]
"25473	mirror hand large black i 'm not sure if it was because of the flimsiness of the mirror or the poor packaging , but the mirror arrived broken . if you 're looking for a hand mirror i would suggest looking elsewhere . the plastic handle is not sturdy and the mirror is extremely fragile . a completely different spot of the mirror cracked when trying to piece back together . has the quality of something you would buy for a dollar at a dollar store .",[419]
"25474	leapfrog learn groove 8482 musical table i bought this toy for my boys first birthday . he loves it ! ! ! he loves to flip the page to make it go from music to talking . he even likes to use it as a walker ( i do n't think the toy was intended for that ) . he bangs on it , moves it , climbs on and around it and it has held up perfectly . i have had another little boy 1 1 2 who has played with it too and he really loved it also . there is plenty of room for 2 kids to play and lots of things to spin , push , and move .",[340]
25475	tape worm tabs for cats 3 tablets this product worked great . the pills were quickly shipped . my wife gave our cat a pill and the tape worms are gone . we have two pills left and saved a trip to the vet . keep up the fine service .,[340]
"25476	kiddopotamus poshpouch premium baby carrier cover faux seude fur , pink i was not really thrilled with this product . it was very warm and stayed on the infant carrier well , but the flap over the face barely closed and i really had to hold it closed with my free hand in the harsh minnesota wind . my old one , for my daughter several years ago , closed all the way with a small piece of velcro to protect against the wind . other than the face opening , it is a great prodcut . washes excellent , no fading or stretching or anything . love the little pacifer pocket , that came in handy .",[315]
"25477	neutrogena neutrogena pore refining toner this is a wonderful toner i also use it to refresh tired , scratchy eyes ( soak two cotton balls , apply 4 5 minutes ) and just as a general refresher . try it !",[44]
"25478	nars duo eyeshadow there are some products they we all must have in our kits and this is one of the them . it is one of my top 10 must haves . it has vibrant color and makes a statement . i like to apply the color on top of a narsn area glitter pencil and it gives it a metallic shimmer that out of this world . nalo jones , professional makeup artist and beauty expert based in los angeles , view web page at http www . naloinc . com","[10, 11]"
"25479	murad sheer lustre day moisture spf 15 facial treatment products i love this product , the way it makes my skin feel . this is the best price i have found so far will buy again",[73]
"25480	alex hoops in the tub good product . helps my little guy learn words ( ball , shoot , yeah ) and keeps him occupied during bath time . sometimes simpler is better . well made , safe product .",[]
25481	kid galaxy mega x morphibian komodo dragon my 8 y o son loves this car . he has played with it daily for the past 3 weeks . i am so glad i read the other reviews about it because they were 100 correct about the battery life . if you purchase this car you really need to purchase a back up battery . the battery wears out very quickly . i keep one charged and replace frequently .,[]
"25482	luvs diapers , size 1 , value pack ( pack of 224 ) as always luvs are the best product out there and they have a super reasonable price ! i bought these for my sister who is expecting her first baby so she did n't waste her time trying out those other useless brands .",[]
"25483	amazon . com the big tex holster set was really great . the product is very sturdy and has great weight and construction . the holster set is a little big for smaller kids , but adjustable and it is nice that is will fit for a long time . i suppose it is not really educational so i hate to give it any bad grades , but my son loves to play woody and cowboy in general and it fits in with all the other dress up pretend play stuff we have . i was really pleased with the quality as he is "" boy tough "" on toys and most discount toys do not hold up to real play .","[417, 204, 340, 215, 315, 108, 301]"
25484	iris puppy and dog training pad holder this item took a long time to arrive but i have enjoyed it . the lid snaps really tight and it holds the pee pad securely in place . i purchased the same brand pee pads and they do not leak or smell so i am satisfied .,[]
"25485	earth henna earth henna body painting kit mini i 've tried other at home henna tattoo kits , and i 've even gotten tattoos done by artists at local craft fairs and such , and i 've never had such a good experience as i had with this kit . the instructions are simple and clear , everything worked as described , and i got clean , even lines for my designs that stayed on and darkened to a good color very quickly . i have n't waited long enough to see how long the designs will last i will update this in a few weeks to report on durability . but as far as ease of use and good quality ingredients , i am very pleased and will order this kit again . note",[]
"25486	pampers baby dry diapers ( packaging may vary ) pampers baby dry and luvs have been our two go to brands for our active little guy . for newborn thru 2 , pampers were definitely our favorites . but once he hit size three , we 've gone with both of these numerous times .... and about the only thing we can say for sure is we like both better than huggies ! ! ! we did get one batch of pampers about 3 months ago where the elastic tabs would sometimes break or come apart , but pampers to their credit gave us a refund as well as some half off coupons that we could use at the local tarzjay ! probably just a random bad batch or something no probs on the others . in the end , it really comes down to cost .... and if you compare pampers vs . luvs , luvs ends up being a few cents cheaper per diaper . given the way the dems and republicans are ruining the economy , every cent makes a difference . hence the reason i 'm giving luvs a 5 star and pampers a 4 star rating both are excellent but luvs are just a little cheaper !",[]
"25487	mueller jumpers knee support this strap keeps slipping moving around when i exercise and sweat . hence , it does n't really work because it does n't stay in place to support my knee ! i would recommend it to people who would wear it to just walk around or for very low activity . it 's better to buy the knee brace if you will be moving around a lot like exercise at the gym , etc .","[41, 196, 182]"
"25488	philips norelco 8160xlcc speedxl jet clean men 's shaving set feels great , does n't take long to get used to at all . much closer cut that the regular electric ( cheap ) norellco i had before ! the self cleaning also works very well , even when i thought it was clean i would run self cleaner and you can see all the stuff that comes off of it ! a clean like this would be impossible to do manually , it definitely worth the extra money for the upgrade .",[]
"25489	luna bars , 1 . 69 ounce bars awesome new flavor ! it is one of the best luna 's i have had . i highly recommend it to others who love lunas !",[]
"25490	clif shot bloks organic energy chews , 2 . 1 ounce packets i bought these as an alternative to the messy cliff shots . they are perfect . also not too sweet . they are much easier to eat repeatedly on a ride . i definitely have picked up a little speed by keeping my sugar level higher . the strawberry is a good flavor . this is the best performance nutrition product since gatoraid .","[1, 514, 357, 455, 360, 9, 425, 498, 280, 346]"
"25491	pampers cruisers diapers i bought my diapers here for months and months ! i ca n't believe you 've raised prices this high ! ! absolutely ridiculous ! ! i 'll go back to walmart where i can use coupons ! thanks , anyway !",[]
"25492	manic panic semi permanent hair dye electric lava i love this dye . good color , last decently , does n't hurt your hair . i always use manic panic on my hair and i always get compliments",[]
"25493	tattle tale sonic pet training alarm i have a year and a half german shep lab mix who gets bored very quickly when she is alone her favorite form of entertainment ? tearing the paint off my walls o ) she has a mile plus walk over lots of hills each morning before going in her pen which includes 2 beds and lots of new toys each day ( we switch out her toys so she stays interested ) . despite chew toys and toys with her breakfast and treats , she still decides to chew a hole into my wall . since she is so sensitive to noises , i hoped this product would be sensitive enough to pick up on her teeth scraping my wall when i am not around to catch her . it is perfect ! i found little thin metal hooks with adhesive backs ( the ones they sell around the holidays for wreaths , decorations , lights , etc ) and put the tattle tale just about nose height on the wall . she only touched the wall once before it went off . she has n't put so much as a dent in my wall for 3 days . just seeing it now is enough to keep her away from places she should n't be . i may very well make little cardboard versions of this to put in other places around the house ! although hopefully i wo n't have to soon ! i will give it 5 stars after i test it a bit longer .","[401, 458, 482]"
"25494	little touch leappad my only complaint about this product is the lack of corresponding materials . but this is a huge complaint ! my son loves the animals book but the others are not exciting enough to hold his attention . also , all the character books ( wiggles , dora , elmo , dr . suess ) only come for the my first leap pad . when we are in stores , he shows a lot of interest in these other books . had i been aware of this , i would have skipped this step in the leap frog path .","[194, 29]"
"25495	stork craft hoop glider ottoman chair was not difficult to assemble ... basically just had to attach the back and put the cushions on . looks nice and has a smooth , gliding motion . no squeaks . bottom seat cushion has a small stain on it , even though it was sealed in plastic . not sure why . just turned that side down it 's fine . chair actually arrived overnight . maybe it was shipped through a local vendor ? overall , nice chair at a decent price with free shipping . good deal !",[]
"25496	synovi g3 granules , 960 gram container i tried this on the recomendation of my vet and so far i really love it . i had been giving oral pills before and the granuals are sooo much easier . also , now she is getting much more . the loading dose was a bit to much for her but she is doing great on it now .",[]
25497	wilton holiday sprinkles collection i loved this product .. i crushed up a bunch between my fingers and put it in my homemade buttercream frosting and they came out beautiful ! i took a star away because you have to use a lot to get it to show because if you just sprinkle it on top they look like flakes and not sparkles even when you crush them .,"[480, 449, 214, 455, 376, 359]"
"25498	prestige medical 5 1 2 "" listermate bandage scissors the title says it all . the scissors are well made , look good , and function well . and the price is right !",[]
"25499	combi city savvy lx stroller plum overall , a great stroller . super light and compact , folds easily . easy to pick up , sometimes i do n't even fold it i just pick it up with one hand and sling it into my suv . however , as with all strollers , it has it 's drawbacks ... basket , which i feel is important , is worthless . the seat does not incline to a full 90 degrees , so if you 're infant needs support to sit up , he 'll have to be reclined a little . i do n't like the 'removable' parent pack , as it 's not sturdy big enough to hold a soda while riding thru the mall on the street etc , unless it 's a water bottle . lastly , i wish the canopy extended furthur . it protects from the sun being directly overhead , and that 's about it . i had to buy a sun shield and cup holder after market . overall , if you live in the city , this is the perfect stroller b c of it 's weight and size .","[160, 35, 406, 315, 334]"
"25500	powerex mh c9000 wizardone charger analyzer charger works great . i rotate batteries often for use in my edc flashlight , and various other electronic devices such as my gps , and camera flashes . having 4 independent channels to charge batteries at various states of charge is really a nice thing to have , ensuring all batteries are charged correctly . charger has more features than i 'll probably ever use , but its nice to know they are there should i ever decide to use them . you can select any slot at any time to view by pressing the 34 slot 34 button . my only real complaint is after you select the slot , you have to wait for the various readings in that channel to be displayed . for example if i want to view the current voltage of slot 3 , i can push slot till 3 is displayed , then i have to wait for time , mah . ma then voltage to be displayed . not a big deal as it only takes about 8 secs to display but would be nice to set the display to only show one thing , or all information at once . would recommend this to my friends .","[16, 204, 518]"
"25501	safety 1st crystal clear baby monitor , white just got this and it 's going right back . plugged it in and could n't believe the amount of white noise this thing puts out . i tried a few different locations and tried turning off things that i thought could be interfering with it , but i realized that 's just the way this monitor is .",[]
